date,text
2021-07-05T15:19:00.000Z,"A reminder that City Hall and other public facilities are closed today in observance of the Independence Day holiday. We will reopen tomorrow, July 6, 2021. https://t.co/s91TEgW7bi"
2021-07-04T17:06:00.000Z,"The City of Puyallup wishes you a happy and safe Fourth of July! A reminder that, although fireworks are legal today from 9 am to 11 pm, we ask you to please consider not discharging any fireworks. Dry, hot weather has created dangerous conditions for wildfires. https://t.co/TXODMuCCpk"
2021-07-03T17:08:00.000Z,"Get a jump start on your Independence Day with Puyallup's 3rd of July Celebration! The Puyallup Sumner Chamber of Commerce is hosting this day-long patriotic event at the Washington State Fair and Event Center, complete with a fireworks display at dusk. https://t.co/5V56AjpV7z https://t.co/kxKcr0lM4B"
2021-07-03T00:27:00.000Z,"The City of Puyallup seeks applications from residents to write ?for? and ?against? statements for the voters? pamphlet regarding a bond measure for a public safety facility. Applications must be received by July 9, 2021 at 5pm. FMI call 253-841-5480 or email info@puyallupwa.gov. https://t.co/FuGkJiUSVu"
2021-07-02T14:29:00.000Z,"Help plan the Puyallup Public Library's future! Please take this brief survey by going to https://t.co/USIBVyAl4r
Your responses will help the Library plan to expand it's space and offer new amenities and features. https://t.co/PS5yH5GU94"
2021-07-01T02:30:00.000Z,"Although you are allowed to discharge fireworks on the 4th of July, from 9 am to 11 pm, the City of Puyallup and @PuyallupPD ask you to not discharge any fireworks this holiday weekend due to the hot weather. Instead watch the professional display this Saturday @ the Fairgrounds. https://t.co/OrJ2Sh4GIZ"
2021-06-30T16:30:00.000Z,"The City of Puyallup is pleased to announce that it will reopen City Hall starting Wednesday, July 7, 2021. Residents will soon be able to walk through City Hall and receive customer service support from staff. Take advantage of online services by going to https://t.co/xhxMr2D279 https://t.co/aKGyGe00sb"
2021-06-29T16:58:00.000Z,"Wildfire season is approaching. Dry, hot conditions can lead to wildfires in our region. Visit the Washington Department of Natural Resources website for a list of helpful wildfire prevention and preparedness tips at https://t.co/jCb81B0cLf https://t.co/otYwC4WkSr"
2021-06-29T15:57:54.000Z,"RT @CityOfSumnerWA : It may be blessedly cooler, but still do not leave pets or people parked in cars for any amount of time. Today's cooler temps feel wonderful, yet that car will heat up faster than you think. https://t.co/htSxyONAO5"
2021-06-29T00:31:00.000Z,"Mayor Door stopped by the @Puyallupfoodbnk cooling center today to get a tour of the facility. Big thank you to the Food Bank for partnering with us to make this facility available! A reminder to folks who are looking to cool off, the Food Bank is open today (June 28) until 9pm https://t.co/xiZ3DcJvPv"
2021-06-28T22:11:44.000Z,RT @CentralPierce : Crews are at the scene of a house fire in downtown @CityofPuyallup https://t.co/6EaHJQuvhY
2021-06-27T21:46:43.000Z,The @Puyallupfoodbnk is now taking pets at their cooling center. Dogs must be on leash. Cats must be in a kennel. For questions contact them at ceo@pfb.org
2021-06-27T15:40:00.000Z,"It's a hot one out there Puyallup! Make sure to drink plenty of water and check for signs of dehydration. Some signs include headache, thirst, and dry skin. More tips on how to stay safe in the heat here: https://t.co/mK4sMEnxch https://t.co/mkuKoMXkMa"
2021-06-26T03:21:00.000Z,The lights are up! Did you notice the yellow-orange lights along S Meridian in downtown? Puyallup has joined many local establishments and City governments around the nation (seen here https://t.co/Tp5AuyHFwL) in lighting up our downtown during National Pollinator Week. https://t.co/HxbU9ZcWHt
2021-06-25T15:03:00.000Z,"Pierce Transit announced that they will be giving free rides this weekend to cooling centers in the County. For a list of cooling centers in Pierce County, including the two in Puyallup (South Hill Mall and Puyallup Food Bank), please go to https://t.co/VICD44WbeL https://t.co/8v7KY1ZNam"
2021-06-24T21:41:31.000Z,"The City of Puyallup has teamed up with the Puyallup Food Bank to open a cooling center downtown. Starting Saturday, June 26, 2021, the Puyallup Food Bank will open their doors for residents looking to beat the heat. FMI https://t.co/R0yZQbgfEe https://t.co/uKk3KWDujT"
2021-06-24T01:54:00.000Z,"We have a High Heat Risk warning for our area starting Saturday, June 26, 2021 through Monday June 28, 2021. Remember to stay hydrated, find shade, seek shelter with AC, and check on pets. More tips here: https://t.co/mK4sMEF8AR https://t.co/u2M5g1qLej"
2021-06-23T18:54:20.000Z,"Who are our pollinators? Birds, bats, butterflies, moths, flies, beetles, wasps, small mammals, and most importantly, bees, are pollinators. If you are interested in learning more about these vital creatures, explore our Library catalogue https://t.co/nihWZwBlC5 https://t.co/1ZLRqP04gq"
2021-06-23T00:40:00.000Z,"The City of Puyallup has created an incentive program to encourage people to get their COVID-19 vaccine. Beginning Friday, June 25, 2021, visit one of two vaccination sites in the City of Puyallup, get your shot, and receive a $25 gift card. FMI https://t.co/DpLNE7GQWC https://t.co/a3OzDOp1yG"
2021-06-22T17:02:00.000Z,Our Bee City banner is now hanging proudly above the Rotary Stage in Pioneer Park. Thank you to our Parks &amp; Facilities staff for assisting! Learn more about our Bee City designation at https://t.co/NEUWJ5ZLEA https://t.co/AZFLBe0sRB
2021-06-21T17:34:00.000Z,"It?s National Pollinator Week! Pollinator Week is an internationally recognized annual event to celebrate pollinators and spread the word on what we can do to protect them. As a Bee City, Puyallup is dedicated to spearheading pollinator conservation efforts in our community. https://t.co/K1CJySRCxE"
2021-06-19T17:29:00.000Z,"Today, we celebrate Juneteenth with our African American residents. Also known as Freedom Day, Juneteenth commemorates the ending of slavery in the United States. Let?s remember how far we have come together as a country, but also recognize we continue to be a work in progress. https://t.co/wB412qUg0L"
2021-06-18T21:36:30.000Z,"RT @wspd1pio : ??Troopers, @EastPierceFire ,and @wsdot_tacoma at the scene of a #collision involving 2 cars and 1 semi on south SR-167 at SR-410. Sadly, one driver succumbed to their injuries at the scene. Traffic will be diverted from south SR-167 to SR-410. Expect delays ?? #TrafficAlert https://t.co/ZkycK117D8"
2021-06-18T18:09:00.000Z,Hey Puyallup restaurants! We are looking for restaurants to participate in our Vaccine Incentive Program. The City will purchase gift cards from participating restaurants to be given out at two vaccine centers in town. Learn more at https://t.co/CFMfxGxvEU. https://t.co/X6zDwDn0uO
2021-06-18T16:54:22.000Z,"RT @wafoodtrucks : Food Truck Fridays in #Puyallup, details here: https://t.co/B0vQcNL6rC @PuyallupNews @PuyallupMainST @puyallupcom @PuyallupKOMO @CityofPuyallup @PuyallupPD @PuyallupSD @tntdiner @TacomaTalks @SouthSoundTalk @weeklyvolcano https://t.co/2yKuxA6nmM"
2021-06-17T21:05:00.000Z,"Still looking for ways to keep your kids busy this summer? We are now offering THREE additional Basketball Summer Camps! Each camp is 70% OFF thanks to the Kids Need to Play! discount. These camps will fill up fast, so register today at https://t.co/Nan5MKwMGy https://t.co/QWpCHBMgni"
2021-06-16T01:12:45.000Z,"RT @PuyallupPD : ***UPDATE*** All roads off 9th St SW, near the scene of the house fire are now open. The investigation is still ongoing. https://t.co/RNSrQwNqTS"
2021-06-16T00:00:01.000Z,"Great job again to Public Works for getting a section of sidewalk on 2nd St SW repaired. Contractors poured concrete, replaced the sidewalk panels, and added potted trees to prevent future root damage from occurring. https://t.co/vwgkBQ2AlG"
2021-06-14T23:02:00.000Z,"Sound Transit contractors will be pouring concrete at the new parking garage construction site on Wednesday, June 16, 2021 and again on Monday, June 21, 2021. Work will begin at 4 am. Please be aware of noise impacts. For info please email puyallupgarage@soundtransit.org https://t.co/UvS81EfXRp"
2021-06-14T22:59:00.000Z,Hey Puyallup parents! Don't miss your chance to sign your kids up for classes and programs this summer at a discount. Just look for the Kids Need to Play! logo when registering. For more information please go to https://t.co/Nan5MKwMGy. https://t.co/ZZyNqZkiQA
2021-06-14T01:19:00.000Z,"Our Housing Action Plan is now available for public comment. To review the Plan, please go to https://t.co/iIW1zhvFIL. For questions about the HAP, please contact Katie Baker at kbaker@puyallupwa.gov. https://t.co/N1MlV4Qtdl"
2021-06-10T23:06:00.000Z,Our Public Works crews are out hard at work repairing a section of sidewalk along 2nd St SW (across from the Post Office). Crews will be out for the next few days installing new concrete panels and replacing existing trees with potted trees. Great job Public Works! https://t.co/4pM0zOzXyB
2021-06-10T22:25:31.000Z,"RT @WAStateFair : THE WASHINGTON STATE FAIR IS BACK!!!
With Governor Inslee?s recent announcement to fully reopen Washington by June 30, we are thrilled to welcome you all back to the state?s largest single event, Sept. 3-26, 2021. Ticket sale updates will be announced soon.  
#PartyBigWA https://t.co/3PAiswiYg1"
2021-06-10T02:34:00.000Z,"Meeker Days is coming back! The Puyallup Main Street Association will be hosting the 2021 Meeker Days Art and Music Festival on August 13 - 15, 2021. Learn more at https://t.co/9rA03AKtjw https://t.co/eXlixdllI9"
2021-06-09T17:38:00.000Z,"Looking for an experience to spark your child's creative mind? Bring imagination to life at our IncrediFlix Camps where we guide kids through the Hollywood filmmaking process. At 70% OFF! this camp is affordable, thanks to our partnership with @PierceCo https://t.co/hzfxHIbSij https://t.co/Fwt94k8oXr"
2021-06-08T02:30:00.000Z,"Attention local restaurants! We need your help. We are seeking out restaurants that are interested in allowing the City to purchase gift cards to be used in a Vaccine Incentive Program. To learn more about the program and apply, please go to https://t.co/CFMfxGfUNm. https://t.co/iD1fy3vgA3"
2021-06-06T22:56:00.000Z,"Our next City Council Meeting will be on Tuesday, June 8, 2021, at 6:30pm. The meeting will be held electronically on the City's website, https://t.co/xhxMr2lqIz. To watch the meeting, please go to the City's website in the link below.  https://t.co/mA9KSZEzCo https://t.co/teuUq9VxEr"
2021-06-05T17:39:00.000Z,"Today, June 5, is Butterfly Education &amp; Awareness Day. Let?s celebrate the beauty and industriousness of the butterfly. We all understand the importance of our bees in pollinating our food supply, but what about butterflies? FMI https://t.co/wP2dKZ35O0 https://t.co/i3I9Pm1vFO"
2021-06-03T02:01:00.000Z,"Many Puyallup residents help build community through volunteer service. Current vacancies on the city's Library Board, Parks &amp; Recreation Board, or Council Salary Commission are an opportunity to make a difference in our community. For applications https://t.co/qyTCKO8YAa https://t.co/0aNkp0MQlF"
2021-06-01T20:35:00.000Z,"Good News! The State has released new guidelines for splash parks in Phase 3. As of this afternoon, June 1, the Kiwanis Kids Spray Park is now open in Pioneer Park! Bring your kids and cool off from the warm weather. https://t.co/0Qtx9z83N6"
2021-06-01T20:31:00.000Z,"Sound Transit contractors will be doing additional night work near the new Puyallup station parking garage. From 9 pm to 5 am on June 1 and 2, Fifth Street NW between 2nd Ave NW and W Stewart Ave will be closed. Please use detour routes. FMI puyallupgarage@soundtransit.org. https://t.co/my5Y4Eezfu"
2021-05-31T17:51:00.000Z,"Today, let us honor the brave men and women who fought for our country. Have a happy and safe Memorial Day. https://t.co/DZAc2Ho4DW"
2021-05-31T02:10:00.000Z,"Food Truck Friday returns this Friday, June 4! From 11am to 2pm. Come support these small mobile restaurants, eat a variety of unique cuisines, and enjoy sitting in beautiful Pioneer Park for lunch. Info at https://t.co/uAGWonuOmX https://t.co/Op8WrFBaBO"
2021-05-30T02:22:00.000Z,"Did you know that Puyallup is a Bee City? While we celebrate our pollinators (bees, butterflies, bats, birds, beetles, oh my!) year-round, June is a special month, with a focus on Butterfly Awareness June 5th and Pollinator Week June 21-27! More info coming soon next month. https://t.co/fUm4GjmibC"
2021-05-28T19:47:50.000Z,"RT @wafoodtrucks : One week to go: Puyallup?s Food Truck Fridays!
https://t.co/YrNcHXWs4t @PuyallupKOMO @PuyallupMainST @puyallupcom @CityofPuyallup @PuyallupNews @PuyallupSD @tntdiner @TacomaWeekly @SouthSoundTalk @PierceCo @BossMamasTruck @DicksDriveIns @TravisMayfield https://t.co/sVOxNiJOXd"
2021-05-28T02:23:00.000Z,"City Hall, and all other City of Puyallup facilities, will be closed on Monday, May 31, 2021, in observance of Memorial Day. Staff will return on Tuesday, June 1.
A reminder that City Hall is still closed to the public. Staff are available via phone and email. https://t.co/YVTQuwSN9I"
2021-05-27T22:20:43.000Z,Don't be like Bob. https://t.co/KXj1Q41nXm
2021-05-26T17:30:00.000Z,"The City of Puyallup Parks and Recreation Department is excited to announce that it will be participating in Kids Need to Play!, a program created by Pierce County that offers deep discounts on select summer camps and programs. Register now by going to https://t.co/Nan5MKOny6. https://t.co/Ez5dGCEwAI"
2021-05-25T18:23:17.000Z,"RT @JayRayAdsPR : Congratulations to the @CityofPuyallup @CityofRenton, @experience_oly and @wkfcentral 2020 was quite a year and we're so honored that we were able to produce award-winning work together. https://t.co/cxKgS0yYWK https://t.co/ynfeGYrUAe"
2021-05-18T02:30:00.000Z,"The City of Puyallup is researching options on developing a Community Newsletter, which would give regular updates about City news, projects, and other important topics. Please submit feedback by completing the survey here. 
https://t.co/hf7Vii3L7k https://t.co/lo2wgzIvaS"
2021-05-16T16:20:00.000Z,"Did you know that the Puyallup Public Library is now open? Starting in April, the Library has been open with limited services. Learn more on the Library's website here: https://t.co/tXZOcslHQL https://t.co/o3Y315MEZG"
2021-05-14T02:50:00.000Z,"The City of Puyallup Parks and Recreation Department is proud to announce that we have partnered with Pierce County to present Kids Need to Play! (KNP!), a program that offers discounts for kids camps and programs.  Details and more information coming soon! https://t.co/T4dvDUYsDY"
2021-05-13T02:55:00.000Z,"The City of Puyallup is researching options on developing a Community Newsletter, which would give regular updates about City news, projects, and other important topics. Please submit feedback by completing the survey here. 
https://t.co/hf7Vii3L7k https://t.co/W06s4Xg3gk"
2021-05-12T20:26:01.000Z,"RT @theterbush : Check out an excellent, free opportunity learn how volcano monitoring ?? actually works from @USGSVolcanoes, how to figure out hazards in your area from @waDNR, what your community can do from @CityofPuyallup, and how you can get prepared from @waEMD!

Tomorrow at 1 p.m.! https://t.co/xr8TnoYMyb"
2021-05-12T02:54:00.000Z,"We are making some changes to the City's website, https://t.co/fO6OrU7Dz9, which will improve the overall user experience. If you are having difficulty finding a page on our website, please contact us for assistance. https://t.co/TbnSaMOl4X"
2021-05-10T22:37:00.000Z,"Outdoor dining in downtown Puyallup is where it's at. The City's partnered with downtown restaurants to create parklets, also known as curbside cafes. Offering a safe, fun way to experience outdoor dining. Learn more at https://t.co/jAEFLvSHOr. https://t.co/wspDGBlx00"
2021-05-07T02:11:00.000Z,"We are excited to announce that the Puyallup Farmers Market is returning to Pioneer Park this Saturday, May 8, from 9 am to 2 pm. Just in time for Mother's Day! For info, contact the Puyallup Main Street Association or visit their event page here https://t.co/RU4b6zdRBK https://t.co/bq712inxRg"
2021-05-05T17:12:09.000Z,RT @puyallup_supt : Puyallup Schools providing COVID-19 #vaccinations today at Rogers HS. Thanks to all the volunteers! Thanks Kirk?s Pharmacy! ?@PuyallupSD ?@CityofPuyallup? https://t.co/HLpW106w1n
2021-05-05T01:59:00.000Z,"Sound Transit contractors will be pouring concrete at the new parking garage construction site on Wednesday, May 5, 2021 at 5am. Second Ave NW will be closed between Fifth and Sixth Street NW from 5am to 7pm. Please be advised of elevated noise levels.  https://t.co/rJV98Yy7UP https://t.co/ofkyugzF56"
2021-05-04T18:21:00.000Z,"The City has partnered with the Puyallup/Sumner Chamber of Commerce and Kirk's Pharmacy to host a Pop-up Vaccine Clinic tomorrow, May 5, at the Pioneer Park Pavilion. From Noon to 3 pm, come get your COVID-19 vaccine shot. Now accepting walk-ins! https://t.co/81mZOEfTdD https://t.co/xTX6E6BG3m"
2021-05-04T02:58:00.000Z,"The City of Puyallup is researching options on developing a Community Newsletter, which would give regular updates about City news, projects, and other important topics. Please take the survey here:
https://t.co/hf7Vii3L7k https://t.co/7FZsFEZZlT"
2021-05-03T21:31:42.000Z,RT @PuyallupPD : Traffic Alert- River Rd is closed in both directions due to a car vs. pole and car collision. Pole and wires down blocking River Rd. Closure between 7 ST NW and 11 ST NW. AVOID THE AREA. https://t.co/2b8dVCK8wx
2021-05-03T16:15:47.000Z,RT @puyallupsumner : We're partnering with Kirk's Pharmacy and @CityofPuyallup for a vaccine event on May 5! Come get your J&amp;J #vaccine at Pioneer Pavilion in #puyallupwa and help keep our businesses open! Learn more: https://t.co/6edPk7ibIZ https://t.co/DFgep9YUp2
2021-04-30T23:29:00.000Z,"As businesses continue to adapt to the COVID-19 pandemic, Pierce County has created a page to help your business with the transition back to work. Learn more here https://t.co/SDmrZ6b88v https://t.co/eFvzVLHOEz"
2021-04-30T15:25:00.000Z,It is week one of our annual Spring Cleanup. Do you have extra yard waste that needs disposal? Customers may also leave up to three extra containers of yard waste at the curb on their regularly scheduled yard waste service day during their Spring Clean-up week. https://t.co/swsRS8QeCO
2021-04-29T16:21:00.000Z,The new traffic signal at the SR 161 and 31st Ave SW overpass is now open. There are now two right-turn lanes at this intersection. Big thank you to @wsdot for working on this project in Puyallup. For project updates please go to https://t.co/ktKIPZE4CS https://t.co/3UdpayxLwr
2021-04-28T18:10:00.000Z,Spring Cleanup is happening now! Puyallup utility customers may leave up to three extra bags of garbage for curbside pickup on their regular garbage pickup day during their Spring Clean-up. For info go to https://t.co/hCQaDs6JVL https://t.co/JQVWCkwMzR
2021-04-28T05:16:30.000Z,"RT @JennLeeTV : Sitting in one of the outdoor dining set ups through the @CityofPuyallup Parklet pilot program ????

There are seven businesses chosen in a lottery in downtown Puyallup. I?ll share what this program means to small business owners tonight on #Q13FOX #puyallup https://t.co/Z9mKPcfgrR"
2021-04-27T22:00:38.000Z,"@xslf2164 Yes, here is the link to our website. https://t.co/6mgWtTORim"
2021-04-27T17:32:00.000Z,The City of Puyallup has recently unveiled its new list of downtown restaurants that will offer an outdoor curbside dining option for customers as part of its parklet Pilot Program. Read the release here https://t.co/Vjbhqx5HAn https://t.co/c1qF6g67Ag
2021-04-27T01:09:00.000Z,"Join us for a day of remembrance on Sunday, May 30, 2021, at the Pioneer Park Pavilion. Let us honor those who gave their lives in the Armed Forces. Event is free to attend and begins at 1 pm. https://t.co/4zSp8EG59k"
2021-04-26T23:53:07.000Z,RT @wspd1pio : Horse ?Chaos? escaped from his home and walked in and out of both lanes on East SR-512 at Canyon Rd in the @CityofPuyallup. Troopers and a passerby ?? were able to safely reunite him with his owner ???? #YourWSP #WeCare #GoodEnding #horse #backhome #animallovers https://t.co/j1JTjJIrDt
2021-04-25T01:52:00.000Z,"Food Truck Fridays returns to downtown Puyallup in June! This annual showcase of the best food trucks in Pierce County returns to downtown Puyallup on Friday, June 4th at 11am and will recur each week till August 27th. Learn more here: https://t.co/uAGWonuOmX https://t.co/RZYSrkqvfe"
2021-04-23T15:43:00.000Z,"The annual Spring Cleanup is this Saturday, April 24th. Meet at 9 am in front of the Puyallup Main Street Association. Cleaning supplies and refreshments will be provided. Learn more at https://t.co/7oRJMXzTil https://t.co/LpDx6Hhdqc"
2021-04-22T21:50:00.000Z,Some great photos of our Public Works crew out pouring asphalt and repairing sections of 17th St NW earlier this week. Great job to our Streets Division! https://t.co/GC9Ns5tq2G
2021-04-21T14:39:00.000Z,A reminder to Puyallup small businesses to apply for Rollback Relief Grant funds from Pierce County. The deadline to apply is April 23 at 5 pm. For info https://t.co/E5CZMZmKFS https://t.co/q1Up81eS9r
2021-04-15T02:24:00.000Z,"Attention small business owners in Puyallup! Pierce County has just authorized a program that will distribute $4 million in funds to small businesses. For details on the program, please go to https://t.co/E5CZMZmKFS https://t.co/9w11vdgAIq"
2021-04-13T17:24:00.000Z,"They are always heard but rarely seen. This week we get to celebrate the calm voice heroes of public safety.

Happy National Public Safety Telecommunicators Week!

Thank you Dispatchers for all you do, we truly appreciate you! #telecommunicatorsweek https://t.co/PxpZvo3d0Z"
2021-04-12T17:39:00.000Z,"Congratulations to the Puyallup Main Street Association for a successful first day of the Puyallup Farmers Market on April 10. Did you miss the market? You'll get another chance this Saturday, from 10 am to 2 pm, at the parking lot on 2nd St SE and E Meeker. https://t.co/EZoUplCmt2"
2021-04-08T23:13:00.000Z,"Spring Clean-up starts on April 26! During the week of April 26 and again the week of May 3, Puyallup utility customers can leave up to three extra bags of yard waste or garbage for their regularly scheduled pickup.  Learn more on our website: https://t.co/hCQaDsolkl https://t.co/8A6DqlgoYF"
2021-04-06T21:42:30.000Z,Wondering what is going on at the Puyallup Station? Sound Transit is constructing a 500-space parking garage to help more Pierce County residents conveniently access Sounder trains and enjoy a traffic-free commute. Learn about the project here: https://t.co/rg3YdCWlsB https://t.co/TQvSS8WceY
2021-04-05T23:14:00.000Z,"The Veteran?s Memorial in Puyallup?s Pioneer Park features bricks that recognize and honor veterans with ties to our community. Bricks are available to be engraved with names, dates of service, or other information. For more information please go to https://t.co/xt2xcvCmqj https://t.co/TAH05mpoUA"
2021-04-02T16:25:00.000Z,"The Puyallup Public Library is open again to the public! Patrons can once again visit the Library during specified hours. And their popular Curbside Pickup will continue to operate into the near future. For details and information, please visit https://t.co/2JjxXCiP2d. https://t.co/uYzfl00fjD"
2021-04-01T16:52:53.000Z,"Spring is here...and now is a great time to do some extra cleaning. Spring Clean-up is happening April 26 - 30 and May 3 - 7, 2021. Learn more at https://t.co/g6QuHizq5a https://t.co/5PJXHQn6BD"
2021-03-31T17:38:00.000Z,"The Washington State Department of Commerce has recently announced Round 4 Emergency Grants for small businesses impacted by COVID-19. Small business owners can apply for up to $25,000 in assistance. For more information and to apply, please go to: https://t.co/bzKSIThho4 https://t.co/JdXXnf536J"
2021-03-31T01:11:00.000Z,The City of Puyallup is pleased to announce the hiring of a new Public Affairs Officer. Eric Johnson has stepped into the role beginning March 2021. Read the story here: https://t.co/cVlidHQ0mW https://t.co/5UCKX0Sex7
2021-03-30T16:10:03.000Z,"The Puyallup Recreation Center will be reopening on April 5th! Hours of operation will be Monday thru Friday 8am-8pm and Saturdays 8am-2pm. Participants will be limited to 50% capacity, masks are required and equipment will be cleaned. For list of classes https://t.co/SSfa6LVzhA https://t.co/GwPXJrBWUW"
2021-03-30T01:08:00.000Z,"Sound Transit's contractor will be pouring concrete at the parking garage construction site on Tuesday, March 30, 2021. Work will begin at 5 am. Second Ave NW will be closed between Fifth &amp; Sixth Streets NW from 5 am to 4 pm. FMI puyallupgarage@soundtransit.org or 206-689-4877. https://t.co/u3fngG3d3F"
2021-03-29T20:53:02.000Z,"Tired of virtual meetings and scrolling through your phone? Then grab a book! The Puyallup Library is re-opening and providing limited services starting April 1, 2021. Learn more by going to the Library's website here: https://t.co/XbIUZ6ZZmo https://t.co/CsbkBQNTI1"
2021-03-24T17:00:01.000Z,"The Cities and Towns of Puyallup, Bonney Lake, Sumner, Orting, Buckley, Carbonado and Wilkeson are pleased to announce that they have entered into an Emergency Management Interlocal Agreement. Learn more about it here: https://t.co/1clA317uf1 https://t.co/DlKrTZCnSu"
2021-03-24T01:04:00.000Z,"The State of Washington has issued new guidelines for Phase 3 of the Roadmap to Recovery. To review the guidelines, please go to https://t.co/EFnsxBfCIc https://t.co/0gCu2DvVWC"
2021-03-23T20:14:27.000Z,Let the music of the Northwest Sinfonietta be your guide through Downtown Puyallup as you discover our collection of sculptures and public art. Learn more at https://t.co/OnyQRwNwGB. https://t.co/yVpjHRsBPZ
2021-03-04T22:30:22.000Z,"ROAD CLOSURE ALERT: Due to an emergency sewer main repair, 9th Ave SE from 4th Street to Meridian is closed to all westbound traffic. We will keep you updated as we learn more about the situation."
2021-02-24T18:01:50.000Z,"Last night we celebrated the life of Puyallup native boxing star, Davey Lee Armstrong who recently passed away at the age of 64. He was a role model for young athletes across the globe and in our own backyard. More info: https://t.co/tU0EvcMJzp https://t.co/w39uBGqMen"
2021-02-22T20:24:34.000Z,The City of Puyallup 2021 Community Survey is open to all Puyallup Residents. Rate our services; provide input on 10 aspects of life in Puyallup. Make your voice heard before 2/28: https://t.co/fnyKh8cwXA https://t.co/DUBgCvjARU
2021-02-13T19:05:17.000Z,City's streets crew has cleared snow from priority routes where drivers are most at risk. Working on side streets now. See map for how streets (Level 1 - Level 4) will be addressed throughout the weekend: https://t.co/VceGtYMfCG
2021-02-13T18:57:00.000Z,PARK CLOSURE ALERT! Wildwood Park and Puyallup Skate Park are closed until further notice due to weather conditions. We will keep you updated as it becomes safe to reopen.
2021-02-08T21:47:15.000Z,"In honor of Black History Month, the City will highlight important historical figures, share regional events, and highlight relevant material in our library?s catalog. Learn more: https://t.co/BlKDLCCCw6"
2021-01-21T19:17:08.000Z,"We are very excited to launch the City's FIRST Community Satisfaction Survey for all city services. If you are among the randomly selected households, you will receive survey information IN THE MAIL. Your input will directly impact how we serve you. Questions? Call 253-841-5500. https://t.co/ySHD35oUq3"
2021-01-19T21:43:59.000Z,The COVID-19 vaccine is now available to those in Phase 1B-Tier 1. Visit https://t.co/BnkdwTJ15V to see if you are eligible &amp; where you can get the vaccine near you (by appointment only). Questions? Call the WA State Department of Health call center at 1-800-525-0127 (press #). https://t.co/wU7ET0Ro6A
2021-01-18T17:22:01.000Z,"Monday, January 18 is the national observance of  
Martin Luther King Jr. Day. https://t.co/BFwoTDXWi9"
2021-01-16T19:33:54.000Z,"CONSTRUCTION ALERT: Sound Transit will close 3rd Avenue NW between 6th and 7th Streets NW for utility work. Closure will start Tuesday, January 19 for approx. one week, weekdays only 6 am.-4:30 pm. Questions? Call 206-689-4877. For more information: https://t.co/BLPzHwsaS8 https://t.co/msiL8Y8r4B"
2021-01-15T22:54:59.000Z,ROAD CLOSURE UPDATE: Shaw Road repair work has been completed. The road is now open to all traffic.
2021-01-15T22:27:34.000Z,"Free Covid-19 testing at the Washington State Fairgrounds on Tuesday, January 19 https://t.co/gDiLZ5ZJBU"
2021-01-15T19:32:23.000Z,"ROAD CLOSURE ALERT: Due to a washout in the 1500 block, Shaw Road will be closed at 23rd Ave SE (Northbound lanes only) for repair. We expect to reopen the road in a few hours. https://t.co/eDtOU3sBGE"
2021-01-13T00:00:51.000Z,A reminder from your streets crew to remove leaves and debris from your storm drains to prevent street flooding https://t.co/V7ZMGwKbgV via @YouTube
2021-01-12T23:57:17.000Z,Heavy rain &amp; winds are expected tonight and tomorrow. Prevent flooding on your street by clearing out your storm drains and remember- never drive over flooded roads. Stay safe! https://t.co/TxL0SfQKuQ
2021-01-11T19:09:55.000Z,"Rain or shine, day or night, soccer, lacrosse, or football - our recently renovated Puyallup Valley Sports Complex is ready for you! Take a look at the exciting new features and upgrades.. https://t.co/cotTk8Dcrh"
2020-12-23T20:03:10.000Z,"Arts &amp; Culture Commissioner, Library Board Member, Historic Preservation Board Member, Planning Commissioner, and more... there are many ways to help shape the future of Puyallup. Apply now for a vacant seat on the City's various Boards &amp; Commissions: https://t.co/pcPVPWfWZS https://t.co/nZsS5p3Fiq"
2020-12-22T02:32:12.000Z,"Merry Christmas &amp; Happy Holidays, Puyallup! Enjoy these holiday messages from Mayor Door and your City Council #ourpuyallup #puyallupstrong #happyholidays2020 #MerryChristmas 
https://t.co/cwG80I15T2"
2020-12-15T22:58:32.000Z,Only TWO more days to provide your input on the proposed 162-acre Knutson Farm property warehouses in the City of Puyallup. Share your comments now!  https://t.co/fs6q1srcss https://t.co/EkQ7qRoSJK
2020-11-30T22:15:34.000Z,Head's up: striping work on Traffic Ave and 410 this week! https://t.co/Axd9EcYi7B
2020-11-30T22:12:34.000Z,RT @WADeptHealth : Anyone who has had close contact with someone who has #COVID19 should call an open access testing location or their doctor to discuss the need for testing as soon as they start feeling sick https://t.co/365BGKjshz https://t.co/lTiwNraUIQ
2020-11-25T20:18:05.000Z,"RT @MultiCareHealth : During flu season, it can be hard to know what is causing your cough, aches and stuffy nose ? especially with COVID-19 cases rising.

If you develop any of these symptoms, talk to your provider right away to find out if you should be tested for COVID-19.
https://t.co/QXqNKq791j https://t.co/OqSsG1ZPAT"
2020-11-25T00:31:47.000Z,"RT @PierceCo : Pierce County?s mobile testing stations have experienced a surge in demand this month. Stations are open 7 days a week &amp; staff work to get all who arrive before closing time tested. 

Please be patient as testing staff work quickly to get everyone tested.  https://t.co/vsdu4oOoI7 https://t.co/8xHBgjBIU3"
2020-11-25T00:31:10.000Z,"RT @PuyallupLibrary : Need something to read for quarantine? Cuddle up with this list of cozy titles made by Novelist, a database for book recommendations. Visit https://t.co/nwNoYV4Ixo to view the list. Visit https://t.co/sFVbblNzbV to access this &amp; other free online resources with your library card! https://t.co/8lADy2ULL8"
